-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110
-78;-110;-70;-110;-88;-110;-110;-82;-64;-67;-60
-83;-110;-110;-110;-110;-110;-110;-78;-63;-64;-60
-110;-110;-77;-110;-110;-110;-110;-110;-67;-67;-62
-81;-110;-110;-110;-110;-110;-110;-110;-64;-66;-63
-110;-110;-110;-110;-110;-86;-81;-78;-70;-74;-61
-110;-110;-87;-110;-110;-82;-110;-73;-66;-61;-59
-110;-78;-110;-110;-110;-79;-76;-75;-71;-61;-60
-110;-110;-110;-110;-110;-110;-77;-73;-69;-63;-59
-110;-110;-82;-110;-110;-110;-110;-75;-64;-57;-60
-110;-110;-85;-110;-110;-110;-78;-110;-64;-58;-60
-110;-110;-110;-110;-110;-79;-83;-69;-59;-65;-60
-110;-110;-80;-110;-110;-82;-110;-77;-59;-60;-66
-110;-110;-110;-110;-110;-110;-77;-110;-65;-65;-56
-110;-110;-75;-110;-90;-80;-73;-75;-62;-110;-63
-110;-110;-110;-110;-110;-96;-110;-110;-60;-72;-60
-110;-110;-110;-110;-110;-79;-78;-67;-61;-64;-66
-110;-110;-110;-110;-110;-79;-77;-68;-64;-66;-70
-110;-110;-110;-90;-110;-110;-110;-76;-55;-62;-61
-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110
-110;-110;-110;-110;-110;-84;-110;-74;-64;-55;-54
-110;-110;-110;-110;-86;-70;-69;-76;-61;-56;-69
-110;-110;-110;-110;-110;-74;-71;-76;-66;-56;-71
-110;-110;-110;-110;-110;-83;-77;-75;-66;-63;-66
-110;-76;-70;-78;-110;-82;-110;-110;-110;-77;-74
-110;-110;-71;-80;-77;-77;-82;-110;-110;-110;-110
-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110
-110;-110;-110;-71;-67;-66;-67;-67;-110;-79;-110
-81;-79;-77;-73;-75;-110;-110;-84;-110;-78;-110
-81;-76;-65;-110;-77;-86;-110;-82;-110;-110;-110
-110;-110;-75;-84;-87;-81;-110;-110;-80;-67;-82
-110;-110;-75;-67;-63;-68;-110;-74;-110;-110;-110
-110;-82;-79;-69;-59;-65;-69;-73;-110;-110;-110
-110;-110;-110;-67;-64;-66;-72;-64;-110;-110;-110
-110;-110;-110;-110;-66;-60;-74;-53;-110;-77;-110
-110;-110;-75;-77;-60;-61;-69;-67;-110;-110;-110
-110;-110;-110;-110;-67;-59;-65;-74;-110;-77;-110
-110;-110;-110;-110;-73;-59;-66;-110;-110;-110;-110
-110;-110;-110;-110;-72;-50;-64;-110;-110;-75;-110
-110;-110;-110;-74;-63;-58;-71;-88;-82;-110;-110
-110;-110;-110;-79;-110;-49;-68;-65;-110;-72;-110
-110;-110;-110;-79;-110;-58;-68;-63;-82;-77;-110
-110;-110;-110;-110;-62;-61;-63;-73;-110;-110;-110
-110;-110;-76;-110;-60;-64;-68;-69;-110;-110;-110
-110;-110;-81;-77;-64;-71;-73;-63;-110;-84;-110
-110;-110;-72;-68;-65;-68;-81;-110;-110;-110;-110
-81;-78;-69;-70;-49;-76;-110;-80;-110;-110;-110
-110;-110;-110;-68;-62;-71;-110;-69;-110;-110;-110
-110;-110;-70;-66;-60;-64;-110;-74;-110;-83;-110
-110;-82;-66;-70;-52;-71;-76;-77;-110;-110;-110
-110;-110;-96;-73;-68;-61;-62;-110;-110;-110;-110
-110;-110;-110;-110;-71;-60;-66;-110;-110;-75;-110
-110;-110;-110;-83;-74;-60;-64;-110;-110;-72;-110
-110;-110;-110;-77;-69;-58;-66;-110;-110;-76;-110
-110;-110;-110;-110;-110;-60;-62;-69;-110;-110;-83
-110;-110;-88;-110;-74;-64;-64;-69;-75;-110;-110
-110;-110;-110;-110;-68;-57;-65;-62;-110;-79;-75
-110;-110;-81;-81;-69;-67;-56;-78;-110;-66;-82
-110;-110;-81;-75;-110;-60;-64;-110;-82;-76;-110
-110;-110;-83;-75;-64;-63;-48;-110;-87;-74;-110
-110;-110;-69;-65;-65;-65;-75;-110;-110;-110;-110
-82;-110;-71;-63;-63;-110;-110;-74;-110;-110;-110
-77;-78;-72;-52;-67;-72;-74;-110;-110;-110;-110
-110;-110;-73;-53;-69;-74;-78;-70;-110;-110;-110
-110;-80;-76;-48;-60;-69;-71;-73;-110;-110;-110
-110;-110;-110;-64;-66;-110;-63;-69;-85;-96;-110
-110;-110;-110;-75;-110;-60;-62;-68;-110;-76;-110
-110;-110;-110;-76;-110;-63;-60;-64;-110;-76;-85
-110;-110;-110;-72;-110;-65;-56;-63;-110;-110;-82
-110;-110;-86;-80;-110;-73;-64;-65;-110;-110;-81
-110;-110;-110;-110;-110;-66;-68;-61;-110;-75;-83
-110;-110;-110;-110;-73;-110;-59;-48;-75;-71;-75
-110;-110;-110;-73;-110;-110;-59;-58;-110;-71;-79
-110;-110;-110;-74;-75;-65;-60;-60;-78;-110;-110
-110;-110;-110;-110;-110;-110;-61;-60;-110;-77;-110
-110;-110;-80;-60;-65;-72;-60;-110;-110;-72;-110
-110;-110;-110;-110;-110;-110;-60;-57;-74;-61;-77
-110;-110;-91;-110;-110;-71;-63;-61;-74;-62;-78
-110;-110;-110;-110;-110;-72;-66;-50;-70;-70;-83
-110;-110;-110;-80;-110;-75;-64;-60;-79;-110;-110
-68;-110;-110;-110;-110;-110;-110;-110;-85;-110;-110
-66;-110;-69;-110;-110;-110;-110;-110;-80;-110;-72
-66;-110;-66;-110;-110;-89;-110;-110;-69;-110;-67
-77;-110;-110;-110;-110;-90;-110;-110;-70;-110;-70
-76;-110;-63;-110;-110;-110;-110;-110;-69;-110;-73
-79;-78;-70;-63;-52;-74;-110;-81;-110;-110;-110
